
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/626/15	<ἀϲῶδεϲ>.  
-Z/17a/626/16	  ἀλλὰ καὶ τὰ <οὖρα> προϲέγραψε, καίτοι γ' οὐκ οὔϲηϲ ἐν ταῖϲ 
-Z/17a/626/17	φλεψὶ καὶ τοῖϲ χυμοῖϲ τῆϲ διαθέϲεωϲ, ἀλλ' ἐν τοῖϲ ἐντέροιϲ. ὅταν 
-Z/17a/627/1	γὰρ ἐν | τούτοιϲ ἄρξηται μεγάλη φλεγμονή, τὰ προειρημένα ϲυμ-
-Z/17a/627/2	πτώματα φιλεῖ γίνεϲθαι, καλεῖται δὲ τὸ πάθοϲ <εἰλεόϲ>. μικρὰ μὲν 
-Z/17a/627/3	οὖν ἐκ τῶν <οὔρων>, ὅταν ᾖ χρηϲτά, πρὸϲ τὸ ϲωθῆναι τοὺϲ οὕτωϲ 
-Z/17a/627/4	ἔχονταϲ ἐλπίϲ, οὐ μικρὰ δ' εἰϲ ὄλεθρον ῥοπὴ μοχθηρῶν γενομένων. 
-Z/17a/627/5	κινδυνευόντων γὰρ τῶν οὕτωϲ νοϲούντων διὰ τὴν φλεγμονὴν τῶν 
-Z/17a/627/6	ἐντέρων, ἐὰν καὶ ἄλλη τιϲ ἐν τῷ ϲώματι φαίνηται διάθεϲιϲ εἶναι μοχ-
-Z/17a/627/7	θηρά, ϲυνεπαύξεται τῷ κάμνοντι τὸ κακόν. οὕτωϲ οὖν εἴωθεν ὁ 
-Z/17a/627/8	<Ἱπποκράτηϲ>, ὅταν περί τι τῶν ἀναπνευϲτικῶν ὀργάνων ᾖ διάθεϲιϲ, 
-Z/17a/627/9	ἐπιβλέπειν τὰ <οὖρα>. κατὰ φύϲιν μὲν γὰρ ἐχόντων αὐτῶν, ἐκ μόνων 
-Z/17a/627/10	τῶν ἀναπνευϲτικῶν ὁ κίνδυνοϲ· εἰ δὲ καὶ ταῦτα μοχθηρὰ φανείη, 
-Z/17a/627/11	κακῶϲ ἔχειν ἐνδείκνυται τότε καὶ τὸ τῆϲ τροφῆϲ ὄργανον, καθάπερ 
-Z/17a/627/12	καὶ νῦν, καίτοι τῶν κατὰ τὴν γαϲτέρα πεπονθότων καὶ τῆϲ διαθέϲεωϲ 
-Z/17a/627/13	αὐτῶν ἐκ τῶν διαχωρημάτων γνωριζομένηϲ, ὅμωϲ καὶ τῶν <οὔρων> 
-Z/17a/627/14	ἐμνημόνευϲεν ὡϲ <λεπτῶν> ὄντων, ἅπερ ἀπεψίαν ϲημαίνει τῶν ἐν 
-Z/17a/627/15	ταῖϲ φλεψὶ χυμῶν. ἀλλὰ περὶ μὲν τῶν <οὔρων> ἀεὶ μέμνηϲο ϲυν-
-Z/17a/628/1	επιϲκοπούμενοϲ αὐτὰ κἀν τοῖϲ κατὰ γαϲτέρα καὶ θώρακα | καὶ πνεύ-
-Z/17a/628/2	μονα καὶ νεῦρα πάθεϲιν, ὡϲ 〈ἄν, εἰ〉 μὲν ἀγαθὰ φανείη, μεγάλην 
-Z/17a/628/3	παρεχόντων ῥοπὴν εἰϲ ϲωτηρίαν, εἰ δὲ μοχθηρά, ϲυνεπιϲχυόντων καὶ 
-Z/17a/628/4	αὐτῶν τι πρὸϲ τὸν τοῦ κάμνοντοϲ κίνδυνον. 
-Z/17a/628/5	  ὄντοϲ δὲ παντὸϲ <εἰλεοῦ> κινδυνώδουϲ οἱ κατὰ τὰ μετέωρα τῶν 
-Z/17a/628/6	ἐντέρων ϲυνιϲτάμενοι τῶν ἐν τοῖϲ παχέϲι χείρουϲ εἰϲίν, εἰϲ ϲυμπά-
-Z/17a/628/7	θειαν ἄγοντεϲ ἧπάρ τε καὶ ϲπλῆνα. διαγνώϲῃ δ' αὐτοὺϲ ἔκ τε τῆϲ 
-Z/17a/628/8	τῶν <ἐμέτων> ϲυνεχείαϲ τε καὶ ϲφοδρότητοϲ καὶ τοῦ <μηδὲ τὸ πο-
-Z/17a/628/9	τὸν δύναϲθαι κατέχειν>, ἔτι δὲ μᾶλλον ἐκ τοῦ μὴ διαχωρεῖν τι 
-Z/17a/628/10	κάτω. καὶ οἱ <ϲτρόφοι> δὲ καὶ αἱ <ὀδύναι> ϲυνενδείκνυνται, ὅταν ἐν 
-Z/17a/628/11	τοῖϲ ὑψηλοῖϲ μέρεϲι γίγνωνται. εἰ δὲ καὶ κόπρον <ἐμοῦϲιν> (ὁρᾶται 
-Z/17a/628/12	γὰρ καὶ τοῦτο γιγνόμενον), ἐναργέϲτατον ἔϲται ϲοι γνώριϲμα τοῦ πε-
-Z/17a/628/13	πονθέναι τὰ λεπτὰ τῶν ἐντέρων. ἔϲτι δ' ὀξύτατον τὸ πάθοϲ καὶ διὰ 
-Z/17a/628/14	τοῦτο νῦν ἔγραψεν ὁ <Ἱπποκράτηϲ> αὐτὸ μετὰ τοῦ προϲγράψαι 
-Z/17a/628/15	<ὠφελεῖν οὐδὲν ἠδύνατο>.  
-Z/17a/628/16	  μέμνηϲο δή μοι καὶ τούτου πρὸϲ τὸν τῆϲ φλεβοτομίαϲ λόγον· 
-Z/17a/628/17	οὔ〈τε〉 γὰρ ἄλλο τι τῶν βοηθημάτων ἔγραψεν ἐπὶ τῶν ἐν τούτοιϲ 
-Z/17a/629/1	τοῖϲ βιβλίοιϲ ἀρρώϲτων οὔτ' ἐκείνην, οὐ δήπου τῶν | καμνόντων 
-Z/17a/629/2	ἀβοηθήτων ἐρριμμένων, ἀλλ' ὡϲ οὐ χρῄζων γράφειν τὰ βοηθήματα 
-Z/17a/629/3	καθ' ἕκαϲτον αὐτῶν, εἰ μή πού τι τῶν ϲπανίωϲ εἴη γεγονότων, ὡϲ 
-Z/17a/629/4	ἐπὶ τοῦ φλεβοτομηθέντοϲ ὀγδοαίου. 
-Z/17a/629/5	  τήν γε μὴν ἡμέραν, καθ' ἣν <ἀπέθανεν ἡ ἄρρωϲτοϲ> αὕτη, 
-Z/17a/629/6	παρέλιπεν εἰπεῖν, ὡϲ ἂν εὐθέωϲ αὐτῆϲ τεθνεώϲηϲ κατὰ τὴν δευτέραν 
-Z/17a/629/7	ἡμέραν ἢ τὸ πλεῖϲτον τὴν τρίτην διὰ τὴν ὀξύτητα τοῦ πάθουϲ, ἣν 
-Z/17a/629/8	ἐδήλωϲεν αὐτὸϲ ἐν τῇ διηγήϲει. 
-Z/17a/629/8	 
-Z/17a/629/9	  <Δέκατοϲ ἄρρωϲτοϲ. Γυναῖκα ἐξ 
-Z/17a/629/10	ἀποφθορῆϲ νηπίου τῶν περὶ Παντιμίδην τῇ πρώτῃ πῦρ 
-Z/17a/629/11	ἔλαβε· γλῶϲϲα ἐπίξηροϲ, διψώδηϲ, ἀϲώδηϲ, ἄγρυπνοϲ· 
-Z/17a/629/12	κοιλίη ταραχώδηϲ λεπτοῖϲι, πολλοῖϲιν, ὠμοῖϲι. δευτέρῃ 
-Z/17a/629/13	ἐπερρίγωϲε, πυρετὸϲ ὀξύϲ, ἀπὸ κοιλίηϲ πολλά, οὐχ 
-Z/17a/629/14	ὕπνωϲε. τρίτῃ μείζουϲ οἱ πόνοι. τετάρτῃ παρέκρουϲεν. 
-Z/17a/629/15	ἑβδόμῃ ἀπέθανεν. κοιλίη διὰ παντὸϲ ὑγρὴ διαχωρήμαϲι 
-Z/17a/629/16	πολλοῖϲιν, λεπτοῖϲιν, ὠμοῖϲιν. οὖρα ὀλίγα, λεπτά. |> 
-Z/17a/629/16	 
-Z/17a/630/1	  Εἰ διά τι τῶν ἔξωθεν <ἀποφθεῖραι> ϲυνέβη <τὴν γυναῖκα>, 
-Z/17a/630/2	τοῦτ' αὐτὸϲ ἂν ὁ <Ἱπποκράτηϲ> ἐπεϲημήνατο. δῆλον οὖν ἐϲτιν, ὡϲ 
[0057]  [090]  []  []

-Z/17a/630/3	διὰ τὸ νόϲημα ϲυνέβη τὴν <ἀποφθορὰν> γενέϲθαι τῇ <γυναικὶ> μοχ-
-Z/17a/630/4	θηροὺϲ ἠθροικυίᾳ χυμούϲ. πρόϲκειται δὲ τῷ <ἐξ ἀποφθορῆϲ> τὸ 
-Z/17a/630/5	<νηπίου>, δηλοῦντοϲ, ὡϲ οἶμαι, τῇ προϲθήκῃ ταύτῃ μικρὸν εἶναι τὸ 
-Z/17a/630/6	ἀμβλωθέν. ὀνομάζουϲι γὰρ οἱ ἄνθρωποι <νήπια> παιδία τὰ μετὰ τὴν 
-Z/17a/630/7	ἀποκύηϲιν οὐ πολὺν χρόνον ὄντα. κατὰ μεταφορὰν οὖν εἰκόϲ ἐϲτι  
-Z/17a/630/8	τὸν <Ἱπποκράτην> τὰ πάνυ μικρὰ τῶν κυουμένων παιδίων οὕτωϲ 
-Z/17a/630/9	ὠνομακέναι. καὶ γὰρ καὶ τάχιϲτα διαφθείρεται ταῦτα. 
-Z/17a/630/10	  τὴν μὲν οὖν ὀξύτητα καὶ τὸ μέγεθοϲ τοῦ <πυρετοῦ> δι' αὐτοῦ 
-Z/17a/630/11	τε τοῦ φάναι <πῦρ ἔλαβεν> ἐδήλωϲε κἀκ τοῦ προϲθεῖναι <γλῶϲϲα 
-Z/17a/630/12	ἐπίξηροϲ, διψώδηϲ>. τὸ δ' <ἀϲώδηϲ> τῆϲ κακοηθείαϲ τοῦ γενομένου 
-Z/17a/630/13	<πυρετοῦ> ϲημεῖόν ἐϲτιν. πρόϲϲχεϲ 〈δὲ νῦν〉 τὸν νοῦν ἐπιμελῶϲ τῇ 
-Z/17a/630/14	τῶν <διαχωρημάτων> ἰδέᾳ, γράψαντόϲ γε αὐτοῦ <κοιλίη ταραχώ-
-Z/17a/630/15	δηϲ λεπτοῖϲι, πολλοῖϲιν, ὠμοῖϲι>. καίτοι γ' αὐτὸϲ εἰπὼν ἐπὶ 
-Z/17a/630/16	τῇ τελευτῇ τῆϲ διηγήϲεωϲ <καῦϲον> αὐτῇ γεγονέναι, ὀνομάϲαϲ δὲ καὶ 
-Z/17a/631/1	〈<πῦρ>〉 τὸν πυρετὸν ἐν μὲν <τῇ πρώτῃ> τῶν ἡμερῶν | ἀρξάμενον, 
-Z/17a/631/2	παροξυνθέντα δ' ἐν τῇ <δευτέρᾳ>, προϲθεὶϲ δ' ὅτι καὶ <γλῶϲϲα ἐπί-
-Z/17a/631/3	ξηροϲ> καὶ <οὐχ ὕπνωϲε> καὶ <διψώδηϲ> ἦν, ὅμωϲ <ὠμά> φηϲιν εἶναι 
-Z/17a/631/4	τὰ <διαχωρήματα. καῦϲον> δὲ [τὸν] πυρετὸν ἐπὶ χολώδεϲι χυμοῖϲ 
-Z/17a/631/5	ἴϲμεν γιγνόμενον. εἰκὸϲ οὖν τῇ <γυναικὶ> ταύτῃ κατὰ μὲν ὅλον τὸν 
-Z/17a/631/6	ὄγκον τοῦ ϲώματοϲ ἠθροῖϲθαι τὸν χολώδη χυμόν, ἐν δὲ ταῖϲ πρώταιϲ 
-Z/17a/631/7	φλεψὶ ταῖϲ κατὰ τὸ μεϲάραιόν τε καὶ τὰ ϲιμὰ τοῦ ἥπατοϲ <ὠμὸν> 
-Z/17a/631/8	περιέχεϲθαι. καὶ μὴν καὶ τὰ <οὖρά> φηϲιν αὐτῇ γεγονέναι <λεπτὰ> παρα-
-Z/17a/631/9	πληϲίωϲ τοῖϲ <ὠμοῖϲ διαχωρήμαϲιν>, ὡϲ οὐ μόνον ἐν ταῖϲ πρώ-
-Z/17a/631/10	ταιϲ φλεψίν, ἀλλὰ καὶ 〈κατὰ〉 τὰ κυρτὰ τοῦ ἥπατοϲ <ὠμῶν> πλεονα-
-Z/17a/631/11	ζόντων χυμῶν. 
-Z/17a/631/11	 
-Z/17a/631/12	  <α καῦϲοϲ.> 
-Z/17a/631/12	 
-Z/17a/631/13	  Ἐπὶ τέλει τῆϲ ἀρρώϲτου ταύτηϲ ἐν πολλοῖϲ τῶν ἀντιγράφων 
-Z/17a/631/14	προϲγέγραπται <καῦϲοϲ>, ἔνια δ' οὐ τοῦτο μόνον ἔχει γεγραμμένον, 
-Z/17a/631/15	ἀλλὰ καὶ <τὸ α> προϲκείμενον, ὡϲ ἤτοι πρώτην νοεῖϲθαι τὴν ἄρρωϲτον 
-Z/17a/631/16	ταύτην ἐν <καύϲῳ> γεγονυῖαν ἢ πρῶτον εἶδοϲ εἶναι τοῦτο τοῦ <καύ-
-Z/17a/631/17	ϲου>, τὸ δ' ἐφεξῆϲ αὐτῷ γεγραμμένον δεύτερον ἐπὶ τῆϲ γυναικόϲ, 
-Z/17a/631/18	ἧϲ οὕτωϲ ἄρχεται· “ἑτέρην ἐξ ἀποφθορῆϲ.” ἐπεὶ δὲ κατὰ τὸν 
-Z/17a/632/1	ὄγδοον ἄρρωϲτον, οὗ〈περ〉 ἡ ἀρχή· “τὸ | μειράκιον, ὃ κατέκειτο  
-Z/17a/632/2	ἐπὶ ψευδέων ἀγορῇ”, τελεώτερον ἔφην ποιήϲεϲθαι τὸν περὶ τῶν 
-Z/17a/632/3	οὕτωϲ προϲγεγραμμένων λόγον, ὅταν ἐξηγῶμαι τὸν δέκατον ἄρρω-
-Z/17a/632/4	ϲτον, ἀποδοτέον μοι νῦν αὐτόν· ἐκ δυοῖν τούτοιν ὑποπτεύειν χρὴ 
-Z/17a/632/5	προϲγεγράφθαι τὸ <καῦϲοϲ> ὑφ' ἑτέρου τινόϲ, οὐκ αὐτοῦ τοῦ ϲυγγρα-
-Z/17a/632/6	φέωϲ, ὅτι πρῶτον μὲν ἂν οὐχ ἑνὶ ἢ δυϲὶ τῶν ἀρρώϲτων ἐπὶ τῇ τε-
-Z/17a/632/7	λευτῇ τῆϲ διηγήϲεωϲ τὴν ἰδέαν τῆϲ νόϲου προϲέγραψεν, ἀλλὰ πᾶϲιν 
-Z/17a/632/8	ἢ τοῖϲ γε πλείϲτοιϲ, εἴπερ ὅλωϲ ἐβούλετο καὶ ταύταϲ ἡμᾶϲ διδάϲκειν, 
-Z/17a/632/9	ὡϲ ἔνιοι τῶν μετ' αὐτὸν ἐποίηϲαν. ὁ δὲ ὡϲ εἰδόϲι διαγινώϲκειν τὰ 
-Z/17a/632/10	νοϲήματα τὴν διήγηϲιν ἐποιήϲατο τῶν ϲυμβάντων τοῖϲ ἀρρώϲτοιϲ. 
-Z/17a/632/11	φαίνονται δὲ καὶ <οἱ ἄλλοι παλαιοὶ> μὴ ϲτοχαζόμενοι κατὰ τὰ 
-Z/17a/632/12	ϲυγγράμματα τῶν ἄρτι προϲιόντων ταῖϲ βίβλοιϲ, ἀλλὰ τῶν ἤδη τινὰ 
-Z/17a/632/13	κατ' αὐτὰϲ ἐχόντων ἕξιν. βεβαιοῖ δέ μου τὴν ὑπόληψιν πρὸϲ τῷ προ-
-Z/17a/632/14	ειρημένῳ δεύτερον τὸ τὰ 〈τοιαῦτα〉 τῷ τρίτῳ τῶν Ἐπιδημιῶν μόνῳ 
-Z/17a/632/15	προϲγεγράφθαι. πᾶϲιν οὖν τοῖϲ τοῦτ' ἐξηγηϲαμένοιϲ τὸ βιβλίον ἔδο-
-Z/17a/632/16	ξεν ὑφ' ἑτέρου τινὸϲ, τοῦ τοὺϲ διεϲκευαϲμένουϲ † τὸν νοῦν ἐκείνουϲ 
-Z/17a/633/1	χαρακτῆραϲ προϲγράψαντοϲ, καὶ ταῦτ' εἰκὸϲ | προϲγεγράφθαι. κατὰ 
-Z/17a/633/2	μὲν γὰρ τὴν κυναγχικὴν εἰκότωϲ ἄν τιϲ ϲυγχωρήϲειεν ὑφ' <Ἱππο-
-Z/17a/633/3	κράτουϲ> αὐτοῦ προϲγεγράφθαι τὸ “ἀπέθανε κυναγχική”, διὰ τὴν κυ-
-Z/17a/633/4	νάγχην αὐτοῦ βουλομένου τεθνάναι τὴν γυναῖκα· κατὰ δὲ τὴν ἐν τῷ 
-Z/17a/633/5	νῦν <τεθνάναι> λεγομένην οὐχ οὕτωϲ ἀκοῦϲαι δυνατόν. εἰπὼν γὰρ 
-Z/17a/633/6	<ἑβδόμῃ ἀπέθανεν> ἐπήνεγκε <κοιλίη διὰ παντὸϲ ὑγρὴ δια-
-Z/17a/633/7	χωρήμαϲι πολλοῖϲι, λεπτοῖϲιν, ὠμοῖϲιν, οὖρα ὀλίγα,  
-Z/17a/633/8	λεπτά>. καὶ μετὰ ταῦτ' ἐφεξῆϲ 〈ἔν τιϲι τῶν ἀντιγράφων〉 γέγραπται 
-Z/17a/633/9	<καῦϲοϲ>, 〈ἐν〉 ἐνίοιϲ δὲ καὶ <τὸ α> πρόϲκειται, κατά τινα δ' ἀντ' αὐτοῦ 
-Z/17a/633/10	γέγραπται <πρῶτοϲ>, ἐν ἄλλοιϲ δὲ <πρώτῃ>. παντοίωϲ γὰρ ἐλυμήναντο 
-Z/17a/633/11	τὸ βιβλίον τοῦτο κατὰ τὰ προϲγραφόμενα πολλοὶ τῶν <νεωτέρων 
-Z/17a/633/12	ἰατρῶν>. εὔδηλον οὖν, ὅτι μηδ', ὡϲ ἐπὶ τῆϲ κυναγχικῆϲ ἐπὶ τέλει 
-Z/17a/633/13	προϲέγραψε τὸ “ἀπέθανε κυναγχική”, κατὰ τὸν αὐτὸν τρόπον ἐγχω-
-Z/17a/633/14	ρεῖ καὶ νῦν προϲγεγράφθαι τὸ <καῦϲοϲ>. οὐ γὰρ εἶπεν “ἀπέθανε καυ-
-Z/17a/633/15	ϲουμένη”, καθάπερ ἐπὶ τῆϲ κυναγχικῆϲ “ἀπέθανε κυναγχική”, ἀλλὰ 
-Z/17a/633/16	τό γε <καῦϲοϲ> ὄνομα κατὰ τὴν εὐθεῖαν πτῶϲιν εὑρίϲκεται γεγραμμένον, 
-Z/17a/633/17	ἐν τῷ μεταξὺ δὲ τούτου τε καὶ τοῦ <ἀπέθανε> τό γε <κοιλίη διὰ 
-Z/17a/634/1	παντὸϲ | ὑγρή> καὶ τὰ τούτῳ ϲυνεχῆ. ἐπεὶ τοίνυν οὔτ' 〈εἶπεν〉 
-Z/17a/634/2	“ἀπέθανε καυϲουμένη”, ἀλλ' οὐδὲ ἐφεξῆϲ ὅλωϲ ἀλλήλων ταῦτα γέ-
-Z/17a/634/3	γραπται, δῆλον ὅτι παρεγγέγραπται τοῦτο πρόϲ τινοϲ, οὐχ ὑφ' <Ἱππο-
-Z/17a/634/4	κράτουϲ> αὐτοῦ γέγραπται. τάχα δέ τιϲ ἴϲωϲ καὶ 〈τάδε〉 προϲέγραψεν 
-Z/17a/634/5	ἕνεκεν ἑαυτοῦ, καθάπερ εἰώθαμεν εἰϲ ὑπόμνηϲιν ἐν τοῖϲ μετώποιϲ τὰ 
-Z/17a/634/6	τοιαῦτα προϲγράφειν. εἶτά τιϲ τῶν μεταγραφόντων τὸ βιβλίον ὡϲ 
-Z/17a/634/7	αὐτοῦ τοῦ ϲυγγραφέωϲ ὂν εἰϲ τὸ ὕφοϲ αὐτὸ μετέθηκεν. 
-Z/17a/634/7	 
-Z/17a/634/8	  <Ἑνδέκατοϲ ἄρρωϲτοϲ. Ἑτέρην 
-Z/17a/634/9	ἐξ ἀποφθορῆϲ περὶ πεντάμηνον Ἱκέτεω γυναῖκα πῦρ 
-Z/17a/634/10	ἔλαβεν. ἀρχομένη δὲ κωματώδηϲ ἦν καὶ πάλιν ἄγρυπνοϲ, 
-Z/17a/634/11	ὀϲφύοϲ ὀδύνη, κεφαλῆϲ βάροϲ. δευτέρῃ κοιλίη ἐπετα-
-Z/17a/634/12	ράχθη ὀλίγοιϲι, λεπτοῖϲιν, ἀκρήτοιϲι τὸ πρῶτον. τρίτῃ 
-Z/17a/634/13	πλείω καὶ χείρω, νυκτὸϲ οὐδὲν ἐκοιμήθη. τετάρτῃ παρ-
-Z/17a/634/14	έκρουϲε, φόβοι, δυϲθυμίαι. δεξιῷ ἴλλαινεν, ἵδρου [τὰ] 
-Z/17a/634/15	περὶ κεφαλὴν ὀλίγῳ ψυχρῷ, ἄκρεα ψυχρά. πέμπτῃ πάντα  
-Z/17a/635/1	παρ|ωξύνθη, πολλὰ παρέλεγε καὶ πάλιν ταχὺ κατενόει· 
-Z/17a/635/2	ἄδιψοϲ, ἄγρυπνοϲ, κοιλίη πολλοῖϲιν ἀκαίροιϲι διὰ τέ-
-Z/17a/635/3	λεοϲ· οὖρα ὀλίγα, λεπτά, ὑπομέλανα· ἄκρεα ψυχρά, ὑπο-
-Z/17a/635/4	πέλιδνα. ἕκτῃ διὰ τῶν αὐτῶν. ἑβδόμῃ ἀπέθανε.> 
-Z/17a/635/4	 
-Z/17a/635/5	  Ἡ μὲν πρὸ ταύτηϲ γεγραμμένη νήπιον ἔτι τὸ ἔμβρυον <ἀπέ-
-Z/17a/635/6	φθειρε>, καὶ χρὴ νήπιον τὸ ἔμβρυον, ὡϲ ἔφην, ἀκούειν ἑνὸϲ ἢ δυοῖν 
-Z/17a/635/7	μηνῶν ἢ τὸ μακρότατον τριῶν, ἡ δὲ νῦν ἡ κατὰ τὸν ἐνεϲτῶτα λόγον 
-Z/17a/635/8	<πεντάμηνον> ἔμβρυον ἐξέτρωϲεν, οὐδ' αὐτὴ διά τι τῶν ἔξωθεν 
-Z/17a/635/9	αἰτίων, ἀλλ' ἐκ τῆϲ κατὰ τὸ ϲῶμα διαθέϲεωϲ. ἐνίοτε μὲν γὰρ πηδή-
-Z/17a/635/10	ϲαϲαι ϲφοδρότερον ἢ δείϲαϲαί τι τῶν ὀφθέντων αὐταῖϲ φοβερῶν 
-Z/17a/635/11	αἰφνιδίωϲ ἐκτιτρῴϲκουϲιν αἱ γυναῖκεϲ, ἐνίοτε δὲ καὶ δι' ὀδύνην ἢ 
-Z/17a/635/12	ἀπεψίαν ϲφοδρὰν ἢ φαρμακώδουϲ τινὸϲ ἐδωδὴν ἢ ἄντικρυϲ φαρμάκου 
-Z/17a/635/13	πόϲιν ἢ διὰ τὸ προϲθέϲθαι τι τῶν ἀμβλωθριδίων, ἀλλὰ καὶ διὰ φλεβο-
-Z/17a/636/1	τομίαν καὶ δι' αἱμορραγίαν ἐκ τραύμα|τοϲ ἢ ἐξ αἱμορροΐδων ἀμέτρων 
-Z/17a/636/2	ἐξέτρωϲαν ἔνιαι. οἶδα δέ τιναϲ κἀξ αὐτοῦ τοῦ τραχήλου τῆϲ μήτραϲ 
-Z/17a/636/3	αἱμορραγηϲάϲαϲ ἐγκύμοναϲ ἐπὶ πλέον, εἶθ' ἑξῆϲ ἐκβαλούϲαϲ τὸ ἔμβρυον. 
-Z/17a/636/4	ὧν ὅτι μηδὲν ἐγένετο ταῖϲ κατὰ τόνδε τὸν λόγον ὑφ' <Ἱπποκρά-
-Z/17a/636/5	τουϲ> γεγραμμέναιϲ γυναιξί, δῆλον ἐξ αὐτοῦ τοῦ μὴ προϲγεγράφθαι 
-Z/17a/636/6	κατὰ τὴν διήγηϲιν αὐτῶν, καίτοι γ' εἰωθότοϲ αὐτοῦ μὴ παραλείπειν 
-Z/17a/636/7	τὰ τοιαῦτα. πυρέξαι τοίνυν αὐταῖϲ οὐ διὰ τὴν τῶν ἐμβρύων ἐγένετο 
-Z/17a/636/8	φθοράν, ἀλλ' ἔμπαλιν <ἀποφθεῖραι> τὸ κύημα διὰ τὸν <πυρετόν>. 
-Z/17a/636/9	  ἔοικε δ' ἐκ ταύτηϲ τῆϲ <γυναικὸϲ> ὁρμηθεὶϲ ὁ γράψαϲ τὸ Προρ-
-Z/17a/636/10	ρητικὸν οὕτωϲ εἰπεῖν· “οἱ κωματώδεεϲ ἐν ἀρχῇϲι 〈γινόμενοι〉 μετὰ 
[0057]  [090]  []  []

-Z/17a/636/11	κεφαλῆϲ, ὀϲφύοϲ, ὑποχονδρίου, τραχήλου ὀδύνηϲ, ἀγρυπνέοντεϲ ἆρά 
-Z/17a/636/12	γε φρενιτικοί;” δύναται δὲ καὶ αὐτὸϲ ἑτέραν ἢ ἕτερον οὕτωϲ ἔχοντα 
-Z/17a/636/13	θεάϲαϲθαι. τὴν δ' οὖν προκειμένην ἐν τῷ λόγῳ <γυναῖκα κωμα-
-Z/17a/636/14	τώδη> τε <καὶ πάλιν ἄγρυπνον> ἔφη γενέϲθαι, <κεφαλῆϲ> τε <βά-
-Z/17a/636/15	ροϲ> ϲχεῖν καὶ <ὀϲφύοϲ ὀδύνην>, οὐ μὴν περὶ τραχήλου προϲέθηκέ 
-Z/17a/636/16	τι. φηϲὶ δὲ καὶ τὴν <κοιλίαν ἐπιταραχθῆναι λεπτοῖϲ> καὶ <ἀκρά- 
-Z/17a/637/1	τοιϲ>, οὐδ' ἐνταῦθα προϲθείϲ | τι περὶ τῆϲ χρόαϲ αὐτῶν. ἐγχωρεῖ γὰρ 
-Z/17a/637/2	<ἄκρατα> ὠχρὰ καὶ ξανθὰ καὶ πυρρὰ καὶ ἐρυθρὰ καὶ ἰώδη καὶ μέλανα 
-Z/17a/637/3	διαχωρεῖϲθαι, γινωϲκόντων <ἄκρατα> καλεῖν αὐτὸν ὅϲα τὴν οἰκείαν 
-Z/17a/637/4	χρόαν ἄμικτον ἔχει πρὸϲ ἕτερον χυμόν, ὥϲτ' ἄν τιϲ εἰκάϲειεν, 〈ὅτι〉 
-Z/17a/637/5	χολώδη διεχώρηϲεν <ἄκρατα>, τουτέϲτιν ἤτοι ξανθὰ κατὰ τὴν χρόαν 
-Z/17a/637/6	ἢ πυρρά· τὰ γὰρ ἰώδη καὶ μέλανα μετὰ τοῦ προϲθεῖναι τὴν χρόαν 
-Z/17a/637/7	ἔθοϲ ἐϲτὶ λέγειν καὶ τούτῳ καὶ τοῖϲ ἄλλοιϲ ἰατροῖϲ 〈τῶν παλαιῶν. 
-Z/17a/637/8	καὶ μέντοι〉 καὶ ἡμεῖϲ εἰώθαμεν ἄνευ μὲν προϲθήκηϲ χολώδη διαχω-
-Z/17a/637/9	ρῆϲαί τινα λέγειν, ἐπὶ τῆϲ ξανθῆϲ χολῆϲ τοιαύτῃ λέξει χρώμενοι. τὰ 
-Z/17a/637/10	δὲ τῆϲ ἰώδουϲ ἢ μελαίνηϲ ἤ τινοϲ ἑτέραϲ χολῆϲ οὐ λέγομεν ἁπλῶϲ 
-Z/17a/637/11	χολώδη, 〈προϲ〉τίθεμεν δ' αὐτὴν τὴν ἀπὸ τῆϲ χρόαϲ διάκριϲιν αὐτοῖϲ, 
-Z/17a/637/12	καὶ τοῦτό γ' ἐν ἅπαϲι τὸ ἔθοϲ ὑπάρχει διὰ τὸ ϲυνεχῶϲ μὲν ἐμεῖϲθαί 
-Z/17a/637/13	τε καὶ διαχωρεῖϲθαι τὴν ὠχράν τε καὶ ξανθὴν χολὴν οὐ μόνοιϲ τοῖϲ 
-Z/17a/637/14	νοϲοῦϲιν, ἀλλὰ καὶ τοῖϲ ὑγιαίνουϲι, ϲπανίωϲ δὲ τὰϲ ἄλλαϲ καὶ μόνον 
-Z/17a/637/15	ἐπὶ τῶν νοϲώδη διάθεϲιν ἐχόντων. κατὰ γοῦν τὴν τῆϲ <τρίτηϲ> ἡμέ-
-Z/17a/637/16	ραϲ διήγηϲιν εἰπὼν <νυκτὸϲ οὐδὲν ἐκοιμήθη>, τοῦ <κώματοϲ> δ' 
-Z/17a/638/1	οὐκέτι μνημονεύϲαϲ ἔνδειξιν παρέ|ϲχεν ἡμῖν τοῦ μέλλειν ὅϲον οὔπω 
-Z/17a/638/2	παραφρονήϲειν. εἰκότωϲ δ' οὖν ἐφεξῆϲ ἐρεῖ <τετάρτῃ παρέκρουϲε, 
-Z/17a/638/3	φόβοι, δυϲθυμίαι>, πρὸϲ δὲ 〈τούτῳ〉 καὶ τὸ <δεξιῷ ἴλλαινεν>, 
