
[0057]  [068]  []  []

-Z/11/147/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΦΛΕΒΟΤΟΜΙΑΣ ΠΡΟΣ 
-Z/11/171/10	κοις καὶ οἶνον δίδωσιν ὕδατι ψυχρῷ κεραννὺς, ἄλλοις τέ τισι 
-Z/11/171/11	καὶ χολερικοῖς. ἐνταῦθα μέν γε φορτικῶς ἱκανῶς ἐπαινῶν τὸν 
-Z/11/171/12	διδάσκαλον Χρύσιππον, ὡς ἐξευρόντα βοήθημα μηδενὶ τῶν 
-Z/11/171/13	ἔμπροσθεν ἐγνωσμένον, μόνον διαρκὲς εἰς ἴασιν χολερικῶν ἤδη 
-Z/11/171/14	θανάτῳ πελαζόντων. οὐ γὰρ ἐν τῷ τυχόντι δίδωσιν αὐτῷ 
-Z/11/171/15	καιρῷ, ἀλλ' εἰς ὀξὺ σφόδρα κατήγαγε τὴν χρῆσιν τοῦ 
-Z/11/171/16	βοηθήματος. καὶ οὐ μέμφομαι τοῦτο, εἰ πάντα ἀκριβῶς ἐστο-
-Z/11/171/17	χάσατο τοῦ καιροῦ. θαυμαζέτω δέ τις ἐκεῖνο, πῶς ἐν οἷς μὲν  
-Z/11/172/1	αὐτὸς εἴρηκεν, εἰ Χρυσίππειόν τι διδάσκει, τολμηρὸς ἱκανῶς 
-Z/11/172/2	ἐστι καὶ οὐδὲν ἄρα τηνικαῦτ' αὐτὸν, οὐκ ὀξύτης καιροῦ κατέ-
-Z/11/172/3	πληξεν, οὐ τοῦ μέτρου τὸ δύσληπτον, οὐ τοῦ πάθους τὸ 
-Z/11/172/4	κινδυνῶδες, ἀλλ' οὕτως οἴεται σαφῶς τε ἅμα καὶ ἀκριβῶς 
-Z/11/172/5	αὐτό τε τὸ μέτρον καὶ τὸν καιρὸν ἐκδιδάσκειν, ὥστ' οὐ μόνον 
-Z/11/172/6	ἰατροῖς, ἀλλ' ἤδη καὶ ἰδιώταις χρησίμους εἶναι τὰς ὑποθήκας 
-Z/11/172/7	νομίζει. οἷς δ' ἄν τινα δέοι τῶν πρεσβυτέρων ἰατρῶν ἐπαι-
-Z/11/172/8	νέσαι τῆς εὑρέσεως, ἐνταῦθα παντάπασιν ἀποδιδράσκει. φέρε 
-Z/11/172/9	δὴ καὶ τοῦτο αὐτοῖς ἐπιδείξομεν, ὡς παντὸς οὑτινοσοῦν βοη-
-Z/11/172/10	θήματος ἐν φλεβοτομίᾳ τὸ μέτρον εὐληπτότερον. εἰ καὶ γὰρ 
-Z/11/172/11	χρόας μεταβολὴν ἔνεστι πολλάκις τεκμήρασθαι καὶ διχῶς 
-Z/11/172/12	τοῦτο ποιῆσαι, ποτὲ μὲν τοῦ ῥέοντος αἵματος, ποτὲ δὲ καὶ 
-Z/11/172/13	τοῦ κάμνοντος αὐτοῦ. καὶ λειποθυμία ἐπὶ πολλῶν παθῶν 
-Z/11/172/14	ὅρος ἐστὶ κενώσεως, καὶ ὁ τόνος τῆς ῥύσεως τοῦ αἵματος 
-Z/11/172/15	ὀκλάζων, καὶ οἱ σφυγμοὶ τρεψάμενοι. καὶ μόνης ταύτης κενώ-
-Z/11/172/16	σεως αὐτοκράτορα τὴν ἐξουσίαν ἔχει ὁ ἰατρὸς παύειν ὅτε 
-Z/11/172/17	βούλοιτο, τῶν δ' ἄλλων οὐδεμιᾶς. ἀλλ' εἴθ' ὑπήλατον φάρ- 
-Z/11/173/1	μακον δώσεις, εἴτε ἐμετήριον, εἴτε οὔρων κενωτικὸν, εἴτε 
-Z/11/173/2	θώρακος, εἴτε κεφαλῆς καθαρτικὸν, πρώτη δόσις ἐπὶ σοὶ, τὰ 
-Z/11/173/3	δ' ἐφεξῆς ἡ τύχη βραβεύει καὶ μέγας ὁ κίνδυνος ἐπὶ φαρμάκων 
-Z/11/173/4	καθαιρόντων δόσεσιν ἢ μὴ κινηθῆναι τὴν κάθαρσιν ἢ μὴ 
-Z/11/173/5	ῥᾳδίως ἐκκριθῆναι τὸ συῤῥοῦν εἰς τὴν κοιλίαν, ἢ μετὰ πόνων 
[0057]  [068]  []  []

-Z/11/173/6	καὶ δήξεων καὶ στρόφων καὶ καταψύξεως καὶ ἀσφυξίας καὶ 
-Z/11/173/7	λειποθυμίας ἐκκρίνεσθαι, ἢ ταραχθῆναι μὲν ὅλον τὸ σῶμα 
-Z/11/173/8	σφοδρῶς, ὀλίγον δὲ κενωθῆναι ἢ ὑπερκενωθῆναι. καὶ γὰρ αὖ 
-Z/11/173/9	καὶ τοῦτο γίνεται πολλάκις ἐν τῷδε, κακῶν ἔσχατον. οὐ γὰρ 
-Z/11/173/10	ὥσπερ ἐπὶ τῆς φλεβὸς τῆς διῃρημένης ἐπιθεὶς τὸν δάκτυλον 
-Z/11/173/11	εὐθὺς ἔπαυσας, τὸ ῥέον εἰς τὴν γαστέρα παύειν. ἀλλ' ὅμως 
-Z/11/173/12	οὐδεὶς ἰατρῶν ἀφίσταται δόσεως φαρμάκων, εὐλαβείᾳ τῶν ἐπι-
-Z/11/173/13	γιγνομένων συμπτωμάτων, ἀλλ' ὡς σφαλεὶς νῦν οὕτω μηκέτι 
-Z/11/173/14	χρῆσθαι προνοεῖται. τί λέγω καθαρτικὰ καὶ φαρμάκων ἰσχυ-
-Z/11/173/15	ρῶν μνημονεύων διατρίβω, σιτίου παντὸς ἡ διαμαρτία τοῦ 
-Z/11/173/16	μέτρου μέγιστα βλάπτει; θεάσασθαι δέ ἐστιν ἐναργῶς τῆς 
-Z/11/173/17	βλάβης τὸ μέγεθος ἐν τοῖς ὑπερίνοις μὲν καὶ ἀσθενέσι, ταχείας  
-Z/11/174/1	δὲ ἀναθρέψεως δεομένοις. ἐν οἷς τὸ μὲν ἔλαττον ἐνδεῶς τρέ-
-Z/11/174/2	φον μαραίνει τὴν δύναμιν, τὸ δ' ὑπερβάλλον, ἄχθος ὂν τῇ 
-Z/11/174/3	φύσει μᾶλλον ἢ τροφὴ, τελέως ἀπέπνιξέ τε κατέσβεσεν. ἆρ' 
-Z/11/174/4	οὖν ἀποστήσει καὶ τοῦ σιτίου διδόναι, διότι τὸ μέτρον δύσ-
-Z/11/174/5	ληπτον; οὕτω μέν γε καὶ τοῦ ἰατρεύειν ἀποστήσῃ παντά-
-Z/11/174/6	πασιν. ὡς οὐδὲν γὰρ εὕροις τῶν κατ' ἰατρικὴν ὃ μὴ σὺν μέτρῳ 
-Z/11/174/7	τινὶ τὴν χρείαν παρέχει. φλεβοτομίας δὲ καὶ μόνης οὐδὲ 
-Z/11/174/8	τοῦτ' ἔχεις μέμψασθαι. ἄμφω τοῦ μέτρου αἱ διαμαρτίαι 
-Z/11/174/9	μεγάλα βλάπτουσιν· αἱ μὲν γὰρ ὑπερβολαὶ βλαβερώταται, τίς 
-Z/11/174/10	δ' οὐ φησίν; ἀλλ' οὐκ ἀναγκαῖον ὑπερβάλλειν ἐν ᾧ τοὐλάτ-
-Z/11/174/11	τονα κίνδυνον. ἔστω γὰρ, εἰ τύχοι, τριῶν κοτυλῶν ἡ σύμμετρος 
-Z/11/174/12	ἀφαίρεσις, εἰ μὲν δʹ ἀφέλοις, ἔβλαψε μέγιστα· δύο δ' εἰ ἐκκε-
-Z/11/174/13	νώσαις, ὠφέλησε μὲν ἱκανῶς, ἔβλαψε δ' οὐδέν. ἔνεστι μὲν 
-Z/11/174/14	γάρ σοι τὴν μίαν ἢ κλυστῆρσιν ἢ ἀσιτίαις ἢ τρίψεσιν ἢ ἱδρῶ-
-Z/11/174/15	σιν ἐκκενῶσαι. πρὸς τὸ μηδ' εἰ αὖθις αἵματος ἀφελεῖν 
-Z/11/174/16	ἐθέλοις κεκωλύσθαι. ἀλλὰ τί πολλὰ λέγω φιλοτιμού-
-Z/11/174/17	μενος ἀντιπαρεξάγειν ἀνθρώποις ἀμαθέσιν, οἳ πρὸς τὸ μηδὲν  
-Z/11/175/1	ἐχόμενον λόγου φλυαρεῖν οὐδὲ τὰ πρὸς αὐτῶν ἐπαινούμενα 
-Z/11/175/2	γινώσκουσι. θαυμάζουσι μὲν γὰρ τοὺς Ἐρασιστράτου λόγους 
-Z/11/175/3	καὶ τοὔνομα ἐπ' αὐτοῖς ἀπ' ἐκείνου τίθενται, προσαγο-
-Z/11/175/4	ρεύοντες Ἐρασιστρατείους, οὕτω δὲ αὐτῶν ἀμαθεῖς εἰσὶν 
-Z/11/175/5	ὥστε πάντα μᾶλλον ἢ τὴν ἐκείνου γνώμην ἐξηγοῦνται. περὶ 
-Z/11/175/6	γοῦν φλεβοτομίας οὕτω μακρὰ καὶ ἀλλόκοτα ληροῦσιν, ὡς 
-Z/11/175/7	ἄν τινα μὴ τὴν ἀμάθειαν αὐτῶν μόνον, ἀλλ' ἤδη καὶ τὴν 
-Z/11/175/8	ἀναισχυντίαν θαυμάσαι. σαφῶς γὰρ αὐτοῦ λέγοντος Ἐρα-
-Z/11/175/9	σιστράτου ἐν τῷ περὶ αἵματος ἀναγωγῆς, ἐν ᾧ καὶ μόνῳ 
-Z/11/175/10	φλεβοτομίας ἐμνημόνευσε, ὅτι Χρύσιππος ὑπὲρ τοῦ διαρ-
-Z/11/175/11	κέσαι τὸν κάμνοντα ταῖς ἀσιτίαις ἀναγκαίως παραληφθησό-
-Z/11/175/12	μενον διὰ τὰς φλεγμονὰς οὐκ ἀφῄρει τοῦ αἵματος, αὐτοὶ 
-Z/11/175/13	πάντα μᾶλλον ἢ ταῦτα λέγουσιν. εἶτ' οὖν ἐμὲ βούλει 
-Z/11/175/14	προσέχειν ἀνθρώποις Ἐρασιστράτου φλυαροῦσιν, αὐτὰς 
-Z/11/175/15	ἔχοντα Ἐρασιστράτου φωνάς; οὐδενὶ τὸν τρόπον ἡγοῦ-
-Z/11/175/16	μαι προσήκειν. ἀκούσωμεν οὖν αὐτοῦ τῶν φωνῶν. πολὺ, 
-Z/11/175/17	φησὶ, βέλτιον ὁ Χρύσιππος ἐποίει, οὐ μόνον τὸ παρὸν 
-Z/11/175/18	ἐπιβλέπων, ἀλλὰ καὶ τοῦ ἐπιφερομένου κινδύνου φροντί- 
-Z/11/176/1	ζων. ἐχόμενος γὰρ τοῦ περὶ τὴν ἀναγωγὴν ὁ κατὰ φλεγμονὴν 
-Z/11/176/2	κίνδυνος, ἐν ᾧ προσφέρειν μὲν οὐ ῥᾴδιον, φλεβοτομηθέντι δὲ 
-Z/11/176/3	καὶ πολὺν χρόνον ἀσιτήσαντι κίνδυνος ἐκλυθῆναι. σαφῶς 
-Z/11/176/4	γὰρ ἐνταῦθα τὸν κατ' ἔνδειαν κίνδυνον εὐλαβεῖσθαί φησιν 
-Z/11/176/5	αὐτὸν, ὃν ἐξ ἀνάγκης ἀκολουθήσειν οἴεται πλείονι χρόνῳ, διὰ 
-Z/11/176/6	τὴν φλεγμονὴν λιμαγχονουμένου τἀνθρώπου. 
-Z/11/176/7	  Καὶ οὐ δέομαι πάλιν ἐνταῦθα ληρούντων 
-Z/11/176/8	Ἐρασιστρατείων διὰ τί προσφέρειν τροφὰς τοῖς φλεγμαίνου-
-Z/11/176/9	σιν ἀνθρώποις εἶπεν, ἀλλ' αὐτὸν Ἐρασίστρατον ἐξηγούμενον 
-Z/11/176/10	ἑαυτὸν ἔχω δι' ὧν ἔμπροσθεν ἐμνημόνευσα ῥήσεων. ἐκ μὲν 
-Z/11/176/11	τοῦ τρίτου περὶ πυρετῶν ὑπὲρ τῶν ἐπὶ πλήθει γινομένων 
-Z/11/176/12	φλεγμονῶν· ἐκ δὲ τοῦ πρώτου περὶ τραύματος. ἐν ἀμφοτέ-
-Z/11/176/13	ροις γὰρ βιβλίοις οὐχ ἅπαξ, ἀλλὰ πολλάκις ὑπὸ τῶν ἀσιτιῶν 
-Z/11/176/14	κενουμένας τὰς φλέβας ἐπιτηδειοτέρας ἔσεσθαι φησὶ πρὸς 
-Z/11/176/15	τὸ πάλιν εἰς αὐτὰς δέξασθαι τὸ παρεγχυθὲν αἷμα. τί γὰρ 
-Z/11/176/16	φησίν; ἀκόλουθον δὲ τούτοις καὶ τὸ μηδὲν προσφέρειν τοῖς 
-Z/11/176/17	τετραυματισμένοις ὑπὸ τοὺς τῆς φλεγμονῆς καιρούς. κενού-
-Z/11/176/18	μεναι γὰρ αἱ φλέβες τῆς τροφῆς ῥᾷον παραδέχονται τὸ  
-Z/11/177/1	παρεμπεπτωκὸς αἷμα εἰς τὰς ἀρτηρίας. ὡς κενωτικὸν οὖν 
-Z/11/177/2	βοήθημα ἡ ἀσιτία φλεγμονὰς λύεται. οὐ γὰρ δι' ἄλλο τι 
-Z/11/177/3	φησὶν αὐτὴν ἐπὶ τῶν φλεγμαινόντων παραλαμβάνειν ἢ ὅτι 
-Z/11/177/4	κενούμεναι αἱ φλέβες ῥᾷον παραδέξονται τὸ παρεμπεμπτω-
-Z/11/177/5	κὸς αἷμα εἰς τὰς ἀρτηρίας. εἶτα, ὦ πρὸς θεῶν, κενῶσαι 
-Z/11/177/6	τις τὰς φλέβας βουλόμενος, ἐνὸν ἀλύπως καὶ ταχέως τοῦτο 
-Z/11/177/7	ποιῆσαι, μακρὰ κάμνει. οὐκ οἶδα πῶς ἄν τις μᾶλλον ἑαυτῷ 
-Z/11/177/8	περιπίπτων εὑρεθείη. οὐ φλεβοτομῶ, φησὶν, ἵν' ὁ κάμνων 
-Z/11/177/9	ἐξαρκέσῃ τὰς διὰ τὰς φλεγμονὰς ἀσιτίας. τίνος δὲ χάριν τὰ 
-Z/11/177/10	φλεγμαίνοντα λιμαγχονεῖς; ἵνα κενώσω, φησὶ, τὰς φλέβας. τί 
-Z/11/177/11	οὖν οὐκ ἀπ' ἀρχῆς ἐκένους; ἐγὼ μὲν οὖν ἐλεῶ τῶν ἁμαρ-
-Z/11/177/12	τημάτων τὸν ἄνδρα. πρὸς γὰρ οἷς ἐναντίοις ἐστὶν, οὐ 
-Z/11/177/13	τοῖς φαινομένοις μόνον κατὰ τὴν τέχνην ἔργοις, ἀλλὰ 
-Z/11/177/14	καὶ τοῖς ἑαυτοῦ λόγοις, ἔτι καὶ τοῦτο ἀγνοῶν εὑρίσκεται, 
-Z/11/177/15	τίνος ἕνεκεν ἀσιτίαι παραλαμβάνονται, καίτοι τὴν 
-Z/11/177/16	χρείαν αὐτῶν ἱκανῶς τε ἅμα καὶ σαφῶς Πραξαγόρας ἔφθα-
-Z/11/177/17	νεν γεγραφέναι, πρὸς τὸ μηδὲ Ἱπποκράτην παραλιπεῖν, 
-Z/11/177/18	μηδὲ Διοκλέα, οὐδὲ οὕτω χρηστὸς ὥσθ' ὑπὲρ τοῦ κενῶ- 
-Z/11/178/1	σαι τὰς φλέβας οἴεται τὰς ἀσιτίας παραλαμβάνεσθαι καὶ 
-Z/11/178/2	ταύτῃ μόνον βοηθεῖν. εἶτα, πρὸς Διὸς, κενωτικοῦ δεόμενος 
-Z/11/178/3	βοηθήματος ἐπὶ τὸ πάντων ἀσθενέστατον ἀφῖξαι, παρελθὼν 
-Z/11/178/4	τὰ δραστικὰ καὶ ταχέως ἄγειν ἐφ' ᾧ βούλει δυνάμενα. ἀλλ' 
-Z/11/178/5	ἔστω, συγχωρείσθω σοι καὶ τοῦτο τὰς ἐπὶ τραύμασι φλεγμο-
-Z/11/178/6	νὰς οὕτω θεραπεύειν ὡς τὰς ἐπὶ πλήθει, τί ποιήσομεν αὐτὸ 
-Z/11/178/7	τὸ πλῆθος ἐν ταῖς φλεψὶν ἔτι μένον καὶ διατεῖνον αὐτὰς, εἰς 
-Z/11/178/8	δὲ τὰς ἀρτηρίας οὕτω παρὸν ὅπως ἰατέον; ἐγὼ μὲν γὰρ 
-Z/11/178/9	ᾤμην ἐπὶ τῶν τοιούτων ἁπάντων ἑτοιμοτάτην εἶναι τὴν διὰ 
-Z/11/178/10	φλεβὸς κένωσιν. ἐπὶ θώρακα φερέσθω τὸ πλῆθος, κινδυ-
-Z/11/178/11	νευέτω τι τῶν ἐν τούτῳ ῥαγῆναι ἀγγείων, οὐδ' οὕτως φλεβο-
-Z/11/178/12	τομήσομεν, ἀλλ' ἐρίοις δηλαδὴ διαδήσομεν τὰ κῶλα; καὶ 
-Z/11/178/13	τοῦθ' ἱκανόν. εἰ τῷ πρὸς θεῶν ἀντισπαστικῷ βοηθήματι χρώ-
-Z/11/178/14	μενοι οὐκ ἴστε ὅτι πολὺ τούτου δραστικώτερον ἀντισπάσεως 
-Z/11/178/15	φλεβοτομία. πολλῶν γοῦν ἀνεπισχέτως αἱμοῤῥαγούντων 
-Z/11/178/16	τεμόντες φλέβα τὴν αἱμοῤῥαγίαν ἐστήσαμεν. Ἐρασίστρατον 
-Z/11/178/17	δ' οἶμαι καὶ τοῦτ' ἀγνοεῖν. οὐδὲ γὰρ τὸ τυχόν ἐστιν εἰδέναι  
-Z/11/179/1	ποίας ἐπὶ ποίοις μέρεσιν αἱμοῤῥαγοῦσι τμητέον φλέβας. 
-Z/11/179/2	ὅταν οὖν αὕτη τὰ μέγιστα δρᾷ ὧν νῦν δεόμεθα, παρῆκε τὸ 
-Z/11/179/3	κενοῦν καὶ τὸ ἀντισπᾷν. τί μέλλεις ἔτι καὶ τρίβεις τὸν χρόνον 
-Z/11/179/4	καὶ τὸν ἄνθρωπον ἐπιτρίβεις, ἐνὸν κερδῆσαι καὶ τὴν ῥῆξιν 
-Z/11/179/5	αὐτὴν τῶν ἀγγείων καὶ τὴν ἐπὶ ταύτῃ φλεγμονὴν καὶ τὰς 
-Z/11/179/6	ὑπὲρ τοῦ τὴν φλεγμονὴν ἰάσασθαι παραλαμβανομένας λιμαγ-
-Z/11/179/7	χονίας; εἰ γὰρ τὸ πλῆθος ἐργάζεται τὴν ῥῆξιν, ἐκκενώσας τὸ 
-Z/11/179/8	ἐργαζόμενον κωλύσεις τὸ ἐσόμενον· εἰ δὲ τοῦτο, καὶ τὴν 
-Z/11/179/9	ἐπὶ τῇ ῥήξει φλεγμονήν· εἰ δὲ τοῦτο, οὐδὲ τῶν ἀσιτιῶν ἔτι 
-Z/11/179/10	χρεία. σὺ δέ μοι δοκεῖς ὥσπερ ἐπιθυμῶν ἀσιτίαν συμβουλεύειν 
-Z/11/179/11	αὐτὸς ἐργάζεσθαι πάθη χρῄζοντα λιμαγχονίας. τί δεινὸν ἦν 
-Z/11/179/12	τὸ λυπῆσον κενώσαντα μηδὲ ἔχειν πρᾶγμα; 
-Z/11/179/13	  Καίτοι μάτην πολλὰ κάμνω παρὸν ὑπο-
-Z/11/179/14	μνῆσαί σε τὸν λόγον. εἰ γὰρ οὐκ αὐτὸς ἡμᾶς ἐδίδαξας ἐν τῷ 
-Z/11/179/15	προτέρῳ τῶν ὑγιεινῶν, ἔνθα γένεσιν τοῦ κατὰ τὰς φλέβας 
-Z/11/179/16	πλήθους προειπὼν ἐφεξῆς γράφεις ἰάματα, σκοπὸν μὲν αὐτῶν 
-Z/11/179/17	ἁπάντων κένωσιν θέμενος, ἄλλην δ' ἄλλῳ συμφέρειν φάσκων·  
-Z/11/180/1	πλὴν ἀλλά γε κενοῦντα τὴν πληθώραν, οὕτως γὰρ ἀξιοῖς 
-Z/11/180/2	καλεῖν τὸ ἐν ταῖς φλεψὶ τροφῆς πλῆθος καὶ γυμνάσια καὶ λουτρὰ 
-Z/11/180/3	πλείω καὶ λεπτὴν διαίταν εἶναι κελεύεις. οὐ ταυτὸν δὲ πᾶσι 
-Z/11/180/4	συμφέρειν φῂς βοήθημα κενωτικὸν, ὅτι μήτε πάντες εἰθισμέ-
[0057]  [068]  []  []

-Z/11/180/5	νοι χρῆσθαι πᾶσιν, ἀλλ' οἱ μὲν λουτροῖς μᾶλλον, οἱ δὲ γυμνα-
-Z/11/180/6	σίοις, οἱ δὲ τοῖς μετὰ δεῖπνον ἐμέτοις, καὶ ὅτι μὴ τοῖς αὐτοῖς 
-Z/11/180/7	ἅπαντες εὐάλωτοι νοσήμασιν, ἀλλ' ὁ μέν τις ἐπιληψίαις, ὁ 
-Z/11/180/8	δ' αἵματος πτύσεσι, ὁ δὲ τοῖς καθ' ἧπαρ ἢ σπλῆνα πάθεσιν. 
-Z/11/180/9	οὐκ οὖν οὔτε τὸν ἐπίληπτον ἐπιχειρήσομεν βαλανείοις κενοῦν, 
-Z/11/180/10	ὡς σὺ φῂς, ὀρθῶς τοῦτο κελεύων, οὔθ' ᾧ τι φόβος ἀγγεῖον 
-Z/11/180/11	ἐν θώρακι ῥαγῆναι γυμνάσομεν. κίνδυνος γὰρ δηλαδὴ 
-Z/11/180/12	ταῖς τῶν γυμνασίων συντονίαις, εἰ καὶ μὴ πλῆθος ἦν, ἀλλ' ὡς 
-Z/11/180/13	διὰ ἀσθένειαν κατὰ θώρακα ῥαγῆναι γυμνασομένῳ. ὅπως 
-Z/11/180/14	οὖν αὐτὸν ἰασόμεθα δίδαξον ἡμᾶς. ὅτι μὲν γὰρ κενωτέον 
-Z/11/180/15	ἐστὶν ὁμολογεῖς καὶ σύ. κενωτικὰ δ' εἴχομεν βοηθήματα 
-Z/11/180/16	γυμνάσια καὶ λουτρὰ πλείω καὶ λεπτὴν δίαιταν. ἀλλὰ γυμνα-
-Z/11/180/17	σίοις μὲν οὐδ' αὐτὸς ἀξιοῖς χρῆσθαι. περὶ δὲ λουτρῶν σὺ μὲν 
-Z/11/180/18	ὅλως οὐδὲν εἶπας, οὔτ' εἰ χρηστέον οὔτ' εἰ μὴ χρηστέον ἐπὶ  
-Z/11/181/1	τῶν οὕτως ἐχόντων. ἐγὼ δ' ἐρῶ τὸ φαινόμενον αὐτὸ καὶ τῇ 
-Z/11/181/2	πείρᾳ κεκριμένον, εἰ δέ τι χρὴ καὶ περὶ σοῦ μαντεύσασθαι, 
-Z/11/181/3	καὶ σοὶ τάχα ἂν δόξαν. σὺ γοῦν αὐτὸς ἐν τῷ περὶ αἵμα-
-Z/11/181/4	τος ἀναγωγῆς συγγράμματι διαδέσμοις τε ἅμα καὶ ἀσιτίαις 
-Z/11/181/5	χρώμενος ὑπὸ τούτων μὲν ἀντισπόσαι τοῦ πλήθους, τοῦ δὲ 
-Z/11/181/6	κενῶσαι βαλανείοις οὐ χρή. λογίζομαι γάρ σε φθέγγοντα τὸ 
-Z/11/181/7	λουτρὸν ἐπὶ τῆς ἐῤῥωγυίας ἤδη φλεβὸς, οὐδ' ἔφης, εἰ ἐπίδο-
-Z/11/181/8	ξος ἡ ῥῆξις, ἐθελῆσαι ἂν χρήσασθαι. εἰ δὲ καὶ μὴ σὺ οὕτως 
-Z/11/181/9	ἐγίνωσκες, ἀλλ' ἐμοὶ τὸ φαινόμενον ἤρκει. μεγίστη γὰρ αἱμοῤῥα-
-Z/11/181/10	γίαις ἁπάσαις ἡ ἐκ βαλανείου βλάβη καὶ ἡ αἰτία πρόδηλος, εἴ γε 
-Z/11/181/11	δὴ χεῖται μὲν τὸ αἷμα καὶ εἰς ἀτμοὺς λύεται καὶ πνεύματα τοῦ 
-Z/11/181/12	τε θερμαινομένου, ὥστε καὶ εἰς κίνησιν προτρέπεσθαι καὶ 
-Z/11/181/13	εἰς ὄγκον αἴρεσθαι. μαλακὰ δὲ καὶ ἀσθενῆ ταῖς θερμολου-
-Z/11/181/14	σίαις ἀποτελεῖται τὰ σώματα. πῶς δὴ οὖν οὐκ ἂν ῥᾷστα 
-Z/11/181/15	πάθοι αὐτά γε μαλακώτερα γενόμενα καὶ τοῦ ῥηγνύντος αὐτὰ 
-Z/11/181/16	κίνησίν τε ἅμα καὶ ὄγκον προσλαβόντος; οὐκ οὖν οὐδὲ ἐν 
-Z/11/181/17	βαλανείοις ἐπιχειρήσομεν κενοῦν οἷς φόβος δι' αἵματος πλῆθος  
-Z/11/182/1	ῥαγῆναι τὰς φλέβας. εἰς λοιπὸν τὸ τρίτον συγκλειόμεθα τῶν 
-Z/11/182/2	κενωτικῶν βοηθημάτων τὴν λεπτὴν δίαιταν. ἄγε δὴ, ἐπει-
-Z/11/182/3	δὴ ταύτην αὐτὸς σὺν τρισὶ τρόποις ἐργάζῃ, λεπτὰ ἢ μικρὰ 
-Z/11/182/4	καὶ ἄτροφα σιτία προσφέρων ἢ οὐδ' ὅλως προσφέρων ἢ ἐμεῖν 
-Z/11/182/5	ἀπὸ δείπνου κελεύων. ἴδωμεν οὖν ὅπως λεπτῶς διαιτήσομεν. 
-Z/11/182/6	ἆρά γε μετὰ δεῖπνον ἐμεῖν κελεύσαντες; ἀλλ' εἰς τὴν ἐν τοῖς 
-Z/11/182/7	γυμνασίοις συντονίαν εὐλαβηθείημεν, εἴ πού γέ τι κατὰ τοὺς 
-Z/11/182/8	ἐμέτους ἀδεῶς χρησόμεθα. τοῦτο μὲν οὐδ' ἂν ἰδιώτην λάθοι. 
-Z/11/182/9	λοιπὸν οὖν ἢ ἀσιτίαν προστάξομεν ἢ μικρὰ καὶ ἄτροφα σιτία 
-Z/11/182/10	δώσομεν. ἀλλ' εἰ καὶ μὴ ἰσχυρῶς τὰ τοιαῦτα, τρέφει γοῦν. 
-Z/11/182/11	ἡμεῖς δ' οὐ προσθεῖναι νῦν, ἀλλ' ἀφελεῖν βουλόμεθα. λοιπὸν 
-Z/11/182/12	ἄρα τὴν ἐπίπονον καὶ μοχθηρὰν ὄντως ὥσπερ τινὰ ἱερὰν 
-Z/11/182/13	ἀγκύραν εἰς ἅπαντα πάθη διαρκῆ παραληψόμεθα λιμοκτο-
-Z/11/182/14	νίαν. εἶτα δηλαδὴ σκώψομεν Ἀπολλώνιον καὶ Δέξιππον ἐπὶ 
-Z/11/182/15	λιμαγχονίᾳ; καίτοι καὶ τοῦτ' αὐτὸς ἐδίδαξε, βούλομαι μᾶλλον 
-Z/11/182/16	ὑπομνῆσαι. καὶ γὰρ αὐτός μοι δοκεῖς αἰσθάνεσθαι περὶ τῆς 
-Z/11/182/17	ἀσιτίας ὡς οὐ κενωτικοῦ βοηθήματος. ἀποδείξας δὲ πρότε- 
-Z/11/183/1	ρον ὃ βούλομαι, τηνικαῦτα δὴ καὶ τῆς παρὰ σοῦ μαρτυρίας 
-Z/11/183/2	μνημονεύσω. ἡ ἀσιτία οὐ δήπου τῶν ὄντων τι πραγμάτων 
-Z/11/183/3	ἐστὶν, οὐ μᾶλλον ἢ τυφλότης ἢ κωφότης, ἀλλὰ πάντα τὰ 
-Z/11/183/4	τοιαῦτα στερήσεις τῶν ὑπαρχόντων εἰσί. αὐτὸ μὲν γὰρ τὸ 
-Z/11/183/5	προσενέγκασθαι σιτία τῶν ὄντων ἐστὶν, ὅθεν αὐτὴν καὶ τοὔρ-
-Z/11/183/6	γον εὑρήσεις ὑπάρχειν θρέψιν τοῦ σώματος. τὸ μὴ προσενέγ-
-Z/11/183/7	κασθαι οὐ ταὐτὸν τῶν ὑπαρχόντων ἐστὶν, οὔτ' ἔργον αὐτοῦ 
-Z/11/183/8	δεῖξαι δυνήσῃ, καθάπερ ἱδρώτων μὲν καὶ φλεβοτομίας καὶ 
-Z/11/183/9	κλυστῆρος κένωσιν, ἐδεσμάτων δὲ θρέψιν. μέση τοίνυν 
-Z/11/183/10	ἀμφοῖν ἐστὶν ἡ ἀσιτία τοῦ τε κενοῦν καὶ τοῦ τρέφειν. 
-Z/11/183/11	οὔτε γὰρ τρέφει οὔτε κενοῖ. πῶς οὖν, φησὶν, ἀπέθανον πολλοὶ 
-Z/11/183/12	κατ' ἔνδειαν ἀπορίᾳ σιτίων; οὐ τῇ τῶν σιτίων ἀπορίᾳ, φήσο-
-Z/11/183/13	μεν, ἐπεὶ οὕτω γ' ἂν οὐδὲ τὰ φωλεύοντα ζῶα τροφῆς ἀπο-
-Z/11/183/14	ροῦντα διαρκεῖν ἐδύνατο. διαρκεῖ δέ γε, καὶ τοῦτ' αὐτὸς ὁ 
