
[0086]  [048]  [Divis]  []

-Z//1col1/8	1. 
-Z//7col2/1	τοὺς ἀνθρώπους περὶ τὰ συμ-
-Z//7col2/2	βόλαια εὐνομία καὶ περὶ τὰ 
-Z//7col2/3	ἄλλα νομιζόμενα δίκαια, ἡ δὲ 
-Z//7col2/4	πρὸς τοὺς ἀποιχομένους δι-
-Z//7col2/5	καιοσύνη ἐστὶ θάπτειν καὶ 
-Z//7col2/6	τὰ ἄλλα ἐπιφέρειν. τῆς δι-
-Z//7col2/7	καιοσύνης ἄρα ἐστὶν ἓν μὲν 
-Z//7col2/8	πρὸς τὸν θεόν, ἓν δὲ πρὸς 
-Z//7col2/9	τοὺς ἀνθρώπους, ἓν δὲ πρὸς 
-Z//7col2/10	τοὺς ἀποιχομένους. 
-Z//7col2/11	            [8] 
-Z//7col2/12	  διαιρεῖται ἡ ἐπιστήμη εἰς 
-Z//7col2/13	τρία· ἔστι γὰρ αὐτῆς τὸ μὲν 
-Z//7col2/14	θεωρητικόν, τὸ δὲ ποιητικόν,  
-Z//8col2/1	τὸ δὲ πρακτικόν. ἔστι δὲ ἡ 
-Z//8col2/2	μὲν θεωρητικὴ, 〈ἧς〉 τὸ κε-
-Z//8col2/3	φάλαιον θεωρία [δὲ] ἐστίν, 
-Z//8col2/4	οἷον ἡ γεωμετρικὴ καὶ ἀριθμη-
-Z//8col2/5	τικὴ καὶ ἁρμονικὴ καὶ αἱ τοι-
-Z//8col2/6	αῦται· ἡ δὲ ποιητική, ἧς τὸ 
-Z//8col2/7	κεφάλαιόν ἐστιν ἔργου συν-
-Z//8col2/8	τελεστικὸν, οἷον οἰκοδομικὴ 
-Z//8col2/9	καὶ ἀνδριαντοποιητικὴ καὶ 
-Z//8col2/10	ἄλλαι τοιαῦται· ἡ δὲ πρα-
-Z//8col2/11	κτική, ἧς τὸ κεφάλαιόν ἐστι 
-Z//8col2/12	πρᾶξις, οἷον ἰατρικὴ καὶ στρα-
-Z//8col2/13	τηγικὴ καὶ πολιτικὴ καὶ ἄλ-
-Z//8col2/14	λαι τοιαῦται. τῆς ἐπιστήμης 
-Z//8col2/15	ἄρα ἡ μέν ἐστι θεωρητική, ἡ 
-Z//8col2/16	δὲ ποιητική, ἡ δὲ πρακτική.  
-Z//9col2/7	            [61] 
-Z//9col2/8	  διαιρεῖται ἡ ἰατρικὴ εἰς 
-Z//9col2/9	πέντε· τὸ μὲν γὰρ αὐτῆς ἐστι 
-Z//9col2/10	φαρμακευτικόν, τὸ δὲ χειρουρ-
-Z//9col2/11	γικόν, τὸ δὲ διαιτητικόν, τὸ 
-Z//9col2/12	δὲ νοσογνωμικόν, τὸ δὲ βοη-
-Z//9col2/13	θητικόν. καὶ ἡ μὲν φαρμα-
-Z//9col2/14	κευτικὴ διὰ φαρμακείας ἰᾶται 
-Z//9col2/15	τὰς ἀρρωστίας, ἡ δὲ χειρουρ-
-Z//9col2/16	γικὴ διὰ 〈τοῦ τέμνειν καὶ 
-Z//9col2/17	καίειν ὑγιάζει, ἡ δὲ διαιτη-
-Z//9col2/18	τικὴ διὰ〉 τοῦ διαιτᾶν ἀπαλ-
-Z//9col2/19	λάττει τῆς ἀρρωστίας, ἡ δὲ 
-Z//9col2/20	νοσογνωμικὴ διὰ τοῦ γνῶναι 
-Z//9col2/21	τὴν νόσον οὕτως ἰᾶται τὸν 
-Z//9col2/22	νοσοῦντα, ἡ δὲ βοηθητικὴ 
-Z//9col2/23	διὰ τῶν βοηθημάτων ὑγιάζει 
-Z//9col2/24	τοὺς ἀσθενοῦντας.  
-Z//10col2/4	            [20] 
-Z//10col2/5	  διαιρεῖται ὁ νόμος εἰς 
-Z//10col2/6	δύο· ἔστι γὰρ αὐτοῦ ἓν μὲν 
-Z//10col2/7	γεγραμμένον, ἓν δὲ ἄγραφον. 
-Z//10col2/8	ἔστι δὲ ὁ μὲν γεγραμμένος, 
-Z//10col2/9	καθ' ὃν τὰ συμβόλαια συναλ-
-Z//10col2/10	λάσσομεν καὶ τὰς ἄλλας πρὸς 
-Z//10col2/11	ἀλλήλους πράξεις διακρίνομεν 
-Z//10col2/12	καὶ πάντα τὰ τοιαῦτα οἰκο-
-Z//10col2/13	νομοῦμεν, ὁ δὲ ἄγραφος, καθ' 
-Z//10col2/14	ὃν τὰ ἔθη ἐν ταῖς πόλεσιν 
-Z//10col2/15	αὔξεται καὶ διαμένει.  
-Z//11col2/1	            [16] 
-Z//11col2/2	  διαιρεῖται ὁ λόγος εἰς 
-Z//11col2/3	πέντε· ἔστι γὰρ αὐτοῦ ὁ μὲν 
-Z//11col2/4	ῥητορικός, ὁ δὲ πολιτικός, ὁ 
-Z//11col2/5	δὲ διαλεκτικός, ὁ δὲ τεχνικός, 
-Z//11col2/6	ὁ δὲ ἰδιωτικός. ἔστι δὲ ὁ 
-Z//11col2/7	μὲν ῥητορικὸς καὶ ἐπιδεικτι-
-Z//11col2/8	κὸς καὶ κατηγορικὸς καὶ ἀπο-
-Z//11col2/9	λογητικός, ὁ δὲ πολιτικὸς 
-Z//11col2/10	συμβουλευτικὸς καὶ παρακλη-
-Z//11col2/11	τικός, διαλεκτικὸς δὲ ὁ κατὰ 
-Z//11col2/12	βραχὺ τῷ ἐρωτᾶν ἐμφανίζων 
-Z//11col2/13	ἃ προαιρεῖται, τεχνικὸς δὲ, ὃν 
-Z//11col2/14	λέγουσιν οἱ τεχνῖται ὑπὲρ τῶν 
-Z//11col2/15	κατὰ τὴν τέχνην ἑκάστου 
-Z//11col2/16	[τῶν] αὐτῶν, ἰδιωτικὸς δὲ, 
-Z//11col2/17	ὃν οἱ ἰδιῶται λέγουσι πρὸς 
-Z//11col2/18	ἀλλήλους καθ' ἑκάστην ἡμέ-
-Z//11col2/19	ραν διαλεγόμενοι.  
-Z//12col2/7	            [60] 
-Z//12col2/8	  διαιρεῖται ἡ μουσικὴ εἰς 
-Z//12col2/9	τρία· ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//12col2/10	αὐτοῦ τοῦ στόματος ἔργον, 
-Z//12col2/11	ἓν δὲ χειρῶν καὶ στόματος, 
-Z//12col2/12	ἓν δὲ μόνον 〈τῶν χειρῶν. 
-Z//12col2/13	τὸ μὲν οὖν〉 αὐτοῦ τοῦ στό-
-Z//12col2/14	ματος ἔργον οἷον αἵ τε ᾠδαὶ 
-Z//12col2/15	καὶ οἱ τερετισμοὶ καὶ τὰ τοι-
-Z//12col2/16	αῦτα, τῶν δὲ χειρῶν καὶ τοῦ 
-Z//12col2/17	στόματος ἥ τε χοραυλητικὴ 
-Z//12col2/18	καὶ [αὐλητικὴ] τὰ ὅμοια, τῶν 
-Z//12col2/19	δὲ χειρῶν ἡ κιθαριστικὴ καὶ 
-Z//12col2/20	τὰ τοιαῦτα. 
-Z//12col2/21	            [10] 
-Z//12col2/22	  διαιρεῖται ἡ εὐγένεια εἰς 
-Z//12col2/23	τρία· ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//12col2/24	ἀπὸ ἐνδόξων καὶ ὀνομαστῶν 
-Z//12col2/25	γονέων γεγονέναι, οἷον ἀπὸ  
-Z//13col2/1	βασιλέων καὶ ἀρχόντων [γε-
-Z//13col2/2	γονέναι] ἢ ἄλλην τινὰ δόξαν 
-Z//13col2/3	ἐχόντων· τὸ δὲ ἀπὸ σπου-
-Z//13col2/4	δαίων καὶ δικαίων, οἷον ἀπὸ 
-Z//13col2/5	Ξενοφῶντος καὶ Νείλου καὶ 
-Z//13col2/6	τῶν τοιούτων· τὸ δὲ ἀπ' 
-Z//13col2/7	αὐτῆς τῆς τοῦ ἔχοντος ἀρε-
-Z//13col2/8	τῆς, οἷον ἐὰν ᾖ γενναῖος καὶ 
-Z//13col2/9	μεγαλοπρεπὴς καὶ δίκαιος καὶ 
-Z//13col2/10	τὰ ἄλλα τὰ τοιαῦτα. τῆς εὐ-
-Z//13col2/11	γενείας 〈ἄρα〉 ἓν μέν ἐστι 
-Z//13col2/12	τὸ ἀπὸ ἐνδόξων καὶ ὀνομα-
-Z//13col2/13	στῶν προγόνων γεγονέναι, ἓν 
-Z//13col2/14	δὲ τὸ ἀπὸ σπουδαίων καὶ 
[0086]  [048]  [Divis]  []

-Z//13col2/15	δικαίων, ἓν δὲ τὸ ἀπ' αὐτῆς 
-Z//13col2/16	τῆς τοῦ ἔχοντος ἀρετῆς.  
-Z//14col2/1	            [62] 
-Z//14col2/2	  διαιρεῖται τὸ κάλλος εἰς 
-Z//14col2/3	τρία· ἓν μὲν γὰρ αὐτοῦ ἐστιν 
-Z//14col2/4	ἐπαινετόν, οἷον ἡ διὰ τῆς 
-Z//14col2/5	ὄψεως εὐμορφία· ἄλλο δὲ 
-Z//14col2/6	χρηστικόν, οἷον ὄργανον καὶ 
-Z//14col2/7	οἰκία καὶ τὰ τοιαῦτα πρὸς 
-Z//14col2/8	χρῆσίν εἰσι καλά· τὰ δὲ πρὸς 
-Z//14col2/9	ὠφέλειαν, οἷον νόμος καλὸς 
-Z//14col2/10	καὶ ἐπιτηδεύματα καὶ τὰ τοι-
-Z//14col2/11	αῦτα πρὸς ὠφέλειάν εἰσι καλά.  
-Z//15col2/1	            [1] 
-Z//15col2/2	  διαιρεῖται ἡ ψυχὴ εἰς 
-Z//15col2/3	τρία· ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//15col2/4	λογιστικόν, ἓν δὲ θυμικόν, 
-Z//15col2/5	ἓν δὲ ἐπιθυμητικόν. ἔστι δὲ 
-Z//15col2/6	τὸ μὲν λογιστικόν, ᾧ λογι-
-Z//15col2/7	ζόμεθα· τὸ δὲ ἐπιθυμητικόν, 
-Z//15col2/8	ᾧ τὰς ἐπιθυμίας ἀναλαμβά-
-Z//15col2/9	νομεν· τὸ δὲ θυμικόν, ᾧ θυ-
-Z//15col2/10	μούμεθα καὶ ὀργιζόμεθα καὶ 
-Z//15col2/11	θαρσοῦμεν καὶ ἀμυνόμεθα καὶ 
-Z//15col2/12	τὰ ἄλλα τὰ τοιαῦτα. τῆς  
-Z//16col2/1	ψυχῆς ἄρα τὸ μέν ἐστι λο-
-Z//16col2/2	γιστικόν, τὸ δὲ θυμικόν, τὸ 
-Z//16col2/3	δὲ ἐπιθυμητικόν. 
-Z//16col2/9	            [2] 
-Z//16col2/10	  διαιρεῖται ἡ ἀρετὴ εἰς 
-Z//16col2/11	τέσσαρα· ἔστι γὰρ αὐτῆς ἓν 
-Z//16col2/12	μὲν φρόνησις, ἓν δὲ δικαιο- 
-Z//17col2/1	σύνη, ἓν δὲ ἀνδρεία, ἓν δὲ 
-Z//17col2/2	σωφροσύνη. ἔστι δὲ ἡ μὲν 
-Z//17col2/3	φρόνησις ἐν τῷ λογιστικῷ, 
-Z//17col2/4	ἡ δὲ δικαιοσύνη ἐν πᾶσι 
-Z//17col2/5	τούτοις τοῖς μέρεσι γίνεται, 
-Z//17col2/6	ἡ δὲ ἀνδρεία ἐν τῷ θυμικῷ, 
-Z//17col2/7	ἡ δὲ σωφροσύνη ἐν τῷ ἐπι-
-Z//17col2/8	θυμητικῷ. τῆς ἀρετῆς ἄρα 
-Z//17col2/9	ἓν μέν ἐστι φρόνησις, ἓν δὲ 
-Z//17col2/10	δικαιοσύνη, ἓν δὲ ἀνδρεία, 
-Z//17col2/11	ἓν δὲ σωφροσύνη. 
-Z//17col2/18	        [63] et [51] 
-Z//17col2/19	  διαιρεῖται ἡ ἀρχὴ εἰς μέρη 
-Z//17col2/20	πέντε· ἓν μὲν εἰς τὸ κατὰ 
-Z//17col2/21	νόμον, ἓν δὲ εἰς τὸ κατὰ  
-Z//18col2/1	φύσιν, ἓν δὲ εἰς τὸ κατὰ 
-Z//18col2/2	ἔθος, ἓν δὲ εἰς τὸ κατὰ γέ-
-Z//18col2/3	νος, πέμπτον δὲ εἰς τὸ κατὰ 
-Z//18col2/4	βίαν. οἱ μὲν οὖν ἐν ταῖς 
-Z//18col2/5	πόλεσιν ἄρχοντες ὅταν ὑπὸ 
-Z//18col2/6	τῶν πολιτῶν αἱρεθῶσιν, οὗτοι 
-Z//18col2/7	κατὰ νόμον ἄρχουσιν. ἡ δὲ 
-Z//18col2/8	τοῦ κατὰ φύσιν ἀρχὴ οὐ μό-
-Z//18col2/9	νον ἐν τοῖς ἀνθρώποις ἀλλὰ 
-Z//18col2/10	καὶ ἐν τοῖς ἄλλοις ζῴοις 
-Z//18col2/11	ἐστίν· ἐπὶ πολὺ γὰρ παν-
-Z//18col2/12	ταχοῦ τὰ ἄρρενα τῶν ζῴων 
-Z//18col2/13	τῶν θηλειῶν ἄρχει. ἡ δὲ 
-Z//18col2/14	τοῦ κατὰ ἔθος ἀρχὴ τοιαύτη 
-Z//18col2/15	ἐστίν, οἷον οἱ παιδαγωγοὶ 
-Z//18col2/16	τῶν παίδων ἄρχουσι καὶ οἱ 
-Z//18col2/17	διδάσκαλοι τῶν φοιτητῶν. 
-Z//18col2/18	κατὰ γένος δὲ ἀρχὴ τοιαύτη 
-Z//18col2/19	τις λέγεται, ὅταν πατέρα βα-
-Z//18col2/20	σιλέα τελευτήσαντα υἱὸς δια-
-Z//18col2/21	δέξηται καὶ πάλιν τοῦτον ὁ 
-Z//18col2/22	τούτου υἱὸς καὶ ἐφεξῆς δὲ 
-Z//18col2/23	ὡσαύτως. ὅσοι δὲ βιασάμε-
-Z//18col2/24	νοι ἄρχουσιν ἀκόντων τῶν 
-Z//18col2/25	πολιτῶν, ἡ τοιαύτη ἀρχὴ κατὰ 
-Z//18col2/26	βίαν λέγεται εἶναι. 
-Z//18col2/27	  διαιρεῖται ἡ ἀρχὴ εἰς τρία· 
-Z//18col2/28	ἔστι γὰρ αὐτῆς ἓν μὲν κατὰ  
-Z//19col2/1	φύσιν, ἓν δὲ κατὰ βίαν, ἓν 
-Z//19col2/2	δὲ κατὰ τάξιν καὶ θέσιν. κατὰ 
-Z//19col2/3	φύσιν μὲν οὖν ἄρχει τὸ ἄρ-
-Z//19col2/4	ρεν τοῦ θήλεος καὶ τὸ ἰσχυ-
-Z//19col2/5	ρότερον τοῦ ἀσθενεστέρου, 
-Z//19col2/6	οἷον ἐν μὲν βουσὶ ταῦρος, 
-Z//19col2/7	ἐν δὲ προβάτοις κριὸς καὶ 
-Z//19col2/8	πάντα τὰ τοιαῦτα· 〈κατὰ βίαν 
-Z//19col2/9	δέ〉, οἷον οἱ δεσπόται τῶν 
-Z//19col2/10	δούλων καὶ οἱ τύραννοι τῶν 
-Z//19col2/11	πόλεων καὶ πάντα τὰ τοιαῦτα· 
-Z//19col2/12	κατὰ τάξιν δὲ καὶ θέσιν, οἷον 
-Z//19col2/13	τὸ πρῶτον ταχθέν· ἐντεῦθεν 
-Z//19col2/14	ἀρχή ἐστι τῆς μὲν τραγῳδίας 
-Z//19col2/15	‘ὦ παλαιὸν Ἄργος’, τῶν δὲ 
-Z//19col2/16	στοιχείων τὸ ἄλφα καὶ ἀριθ-
-Z//19col2/17	μοῦ τὸ ἕν. 
-Z//19col2/18	            [17] 
-Z//19col2/19	  διαιρεῖται ἡ ῥητορεία εἰς 
-Z//19col2/20	πέντε· ἔστι γὰρ αὐτῆς ἓν μὲν 
-Z//19col2/21	κατηγορία, ἓν δὲ ἀπολογία,  
-Z//20col2/1	ἓν δὲ συμβουλία, ἓν δὲ ἐγκώ-
-Z//20col2/2	μιον, ἓν δὲ ψόγος.  
-Z//21col2/7	            [52] 
-Z//21col2/8	  διαιρεῖται τὸ ὀρθῶς λέ-
-Z//21col2/9	γειν εἰς πέντε· ἔστι γὰρ αὐτοῦ 
-Z//21col2/10	ἓν μὲν ὅσα δεῖ λέγειν, ἓν δὲ 
-Z//21col2/11	ὅπου δεῖ λέγειν, ἓν δὲ πρὸς 
-Z//21col2/12	οὓς δεῖ λέγειν, ἓν δὲ ἡνίκα 
-Z//21col2/13	δεῖ λέγειν, ἓν δὲ ἃ δεῖ λέ-
-Z//21col2/14	γειν. τὸ μὲν οὖν ὅσα δεῖ 
-Z//21col2/15	λέγειν ἐστὶ τὸ μήτε πλείω 
-Z//21col2/16	μήτε ἐλάσσω τῶν ἱκανῶν, τὸ 
-Z//21col2/17	δὲ ὅπου δεῖ λέγειν ἐστὶν ἐν 
-Z//21col2/18	τόπῳ, οἷον ἐν ἀγορᾷ καὶ ἐν 
-Z//21col2/19	γυμνασίῳ καὶ ἐν διατριβῇ 
-Z//21col2/20	καὶ ἐν τοῖς δέουσιν ἄλλοις  
-Z//22col2/1	τόποις, τὸ δὲ πρὸς οὓς δεῖ 
-Z//22col2/2	λέγειν ἑκάστῳ τὸ ἁρμόττον 
-Z//22col2/3	[καὶ πρὸς ὃν ὃ ἁρμόττει], 
-Z//22col2/4	οἷον πρὸς πρεσβυτέρους 〈ἢ 
-Z//22col2/5	νεωτέρους καὶ〉 πρὸς μοχθη-
-Z//22col2/6	ροὺς ἢ ἡδεῖς καὶ πρὸς ἐχ-
-Z//22col2/7	θροὺς ἢ φίλους, τὸ δὲ ἡνίκα 
-Z//22col2/8	δεῖ, οἷον τὸ μήτε πρότερον 
-Z//22col2/9	μήτε ὕστερον μήτε διὰ μέσου 
-Z//22col2/10	ἄτερ τοῦ καιροῦ λέγειν, ἀλλ' 
-Z//22col2/11	ἐγκαίρως, τὸ δὲ ἃ δεῖ λέγειν 
-Z//22col2/12	οἷον τὰ συμφέροντα καὶ ὠφέ-
-Z//22col2/13	λιμα καὶ αὐτῷ καὶ τῷ φίλῳ. 
-Z//22col2/14	            [44] 
-Z//22col2/15	  διαιρεῖται ἡ εὐεργεσία εἰς 
-Z//22col2/16	τέσσαρα· ἔστι γὰρ αὐτῆς ἓν 
-Z//22col2/17	μὲν λόγῳ εὐεργετεῖν, ἓν δὲ 
-Z//22col2/18	δι' ἐπιστήμης καὶ τεχνῶν, ἓν 
-Z//22col2/19	δὲ εἰς ἀργυρίου λόγον καὶ 
-Z//22col2/20	ἓν διὰ σωμάτων. διὰ λόγων  
-Z//23col2/1	οὖν εὐεργετοῦσιν οἱ συνηγο-
-Z//23col2/2	ροῦντες καὶ συνδικάζοντες καὶ 
-Z//23col2/3	ἐγκωμιάζοντες καὶ οἱ τοιοῦτοι, 
-Z//23col2/4	δι' ἐπιστήμης δὲ καὶ τέχνης 
-Z//23col2/5	οἱ παιδεύοντες καὶ ἰατρεύον-
-Z//23col2/6	τες καὶ οἱ 〈τὰ〉 πρὸς τὸν βίον 
-Z//23col2/7	χρήσιμα δημιουργοῦντες, εἰς 
-Z//23col2/8	ἀργυρίου δὲ λόγον οἱ προ-
-Z//23col2/9	ιστάμενοι τῆς [εἰς] ἀργυρίου 
-Z//23col2/10	χρείας, διὰ τῶν σωμάτων δὲ 
-Z//23col2/11	εὐεργετοῦσιν οἱ ἀμύνοντες 
-Z//23col2/12	καὶ βοηθοῦντες 〈τυπτομένοις 
-Z//23col2/13	καὶ〉 ἐν τοῖς τοιούτοις συμπτώ-
-Z//23col2/14	μασι. 
-Z//23col2/18	            [48] 
-Z//23col2/19	  ἕκαστον τῶν ὄντων ἀπο-
-Z//23col2/20	τελεῖται διὰ τέσσαρας αἰτίας· 
-Z//23col2/21	ἢ γὰρ διὰ [τὸ περὶ χρηστὴν 
-Z//23col2/22	ὑπάρχειν ἀπρόσδεκτον] τύχην 
-Z//23col2/23	ἢ δι' ἐπιστήμην ἢ διὰ φύσιν 
-Z//23col2/24	ἢ διὰ βίαν καὶ ἀνάγκην. τὰ 
-Z//23col2/25	μὲν διὰ τύχην ἐστὶ τὸ ἀπὸ  
-Z//24col2/1	ταὐτομάτου καὶ ἄνευ προ-
-Z//24col2/2	νοίας ἀποτελούμενον, τὰ δὲ 
-Z//24col2/3	δι' ἐπιστήμην αἵ τε οἰκίαι 
-Z//24col2/4	καὶ αἱ νῆες καὶ πάντα τὰ 
-Z//24col2/5	τοιαῦτα, τὰ δὲ διὰ φύσιν, 
-Z//24col2/6	οἷον οἱ ἄνθρωποι καὶ τὰ δέν-
-Z//24col2/7	δρα καὶ τὰ ζῷα πάντα, διὰ 
-Z//24col2/8	δὲ βίαν καὶ ἀνάγκην, οἷον αἱ 
-Z//24col2/9	τῶν ἀλόγων ζῴων δαμάσεις 
-Z//24col2/10	καὶ αἱ κρατήσεις καὶ δεσπο-
-Z//24col2/11	τεῖαι καὶ τυραννίδες καὶ τὰ 
-Z//24col2/12	τοιαῦτα.  
-Z//25col2/1	            [33] 
-Z//25col2/2	  διαιρεῖται ἡ δύναμις εἰς 
-Z//25col2/3	πέντε· ἔστι γὰρ αὐτῆς ἓν 
-Z//25col2/4	μὲν ἐν ψυχῇ, ἓν δὲ ἐν σώ-
-Z//25col2/5	ματι, ἓν δὲ ἐν ταῖς πράξεσιν, 
-Z//25col2/6	ἓν δὲ ἐν ἐνίοις τῶν μὴ ὄν-
-Z//25col2/7	των, ἓν δὲ ἐν τῷ παθεῖν ἢ 
-Z//25col2/8	ποιῆσαι. ἐν ψυχῇ μὲν ἃ 
-Z//25col2/9	μανθάνομεν καὶ διανοούμεθα, 
-Z//25col2/10	ἐν σώματι δὲ οἷον αἵ τε κι-
-Z//25col2/11	νήσεις καὶ αἱ ἄλλαι δυνάμεις, 
-Z//25col2/12	καθ' ἃς πράττειν τι [ἐν] τῷ 
-Z//25col2/13	σώματι δυνάμεθα, ἐν δὲ ταῖς 
-Z//25col2/14	πράξεσιν οἷον αἱ στρατιωτι-
-Z//25col2/15	καὶ δυνάμεις· λέγεται γὰρ  
-Z//26col2/1	μεγάλην ἔχειν δύναμιν, ὅταν 
-Z//26col2/2	χρήματα καὶ στρατιῶται πολ-
-Z//26col2/3	λοὶ συνηθροισμένοι ὦσι. τῶν 
-Z//26col2/4	δὲ μὴ ὄντων ἐν ἐνίοις ὅσα 
-Z//26col2/5	δυνατά ἐστι γενέσθαι ἢ ποι-
-Z//26col2/6	ηθῆναι· ἐν δὲ τῷ παθεῖν ἢ 
-Z//26col2/7	ποιῆσαι, ὅσα δυνατά ἐστιν 
-Z//26col2/8	ἀναιρεῖν ἢ ἀναιρεθῆναι.  
-Z//28col2/17	            [53] 
-Z//28col2/18	  διαιροῦνται αἱ ἐπιστῆμαι 
-Z//28col2/19	[τῶν πρώτων καὶ τῶν δευ-
-Z//28col2/20	τέρων] εἰς τρία· εἰσὶ γὰρ 
-Z//28col2/21	αὐτῶν αἱ μὲν πρῶται, αἱ δὲ 
-Z//28col2/22	δεύτεραι, αἱ δὲ τρίται. πρῶ-
-Z//28col2/23	τον μὲν οὖν εἰσὶν αἱ παρα- 
-Z//29col2/1	σκευαστικαί τε καὶ μεταλλευ-
-Z//29col2/2	τικαὶ καὶ ὑλοτομικαὶ καὶ λι-
-Z//29col2/3	θοτομικαί, δεύτεραι δὲ αἵ τε 
-Z//29col2/4	ποιητικαὶ καὶ μετασχηματιστι-
-Z//29col2/5	καί, οἷον ἡ μὲν χαλκευτικὴ 
-Z//29col2/6	τὸν σίδηρον παραλαβοῦσα με-
-Z//29col2/7	τεσχημάτισε καὶ ἐποίησε χα-
-Z//29col2/8	λινοὺς καὶ ὅπλα καὶ τὰ τοι-
-Z//29col2/9	αῦτα, ἡ δὲ τεκτονικὴ τὴν 
-Z//29col2/10	ὕλην παραλαβοῦσα μετεσχη-
-Z//29col2/11	μάτισε καὶ ἐποίησεν αὐλοὺς 
-Z//29col2/12	καὶ πλοῖς καὶ οἴκους καὶ τὰ 
-Z//29col2/13	τοιαῦτα, ἡ δὲ λιθουργικὴ τοὺς 
-Z//29col2/14	λίθους παραλαβοῦσα μετε-
-Z//29col2/15	σχημάτισε καὶ ἐποίησε τείχη  
-Z//30col2/1	καὶ οἰκίας καὶ τὰ τοιαῦτα. 
-Z//30col2/2	πάλιν αἱ τρίται· ἡ μὲν γὰρ 
-Z//30col2/3	ἱππικὴ παραλαβοῦσα τὸν χα-
-Z//30col2/4	λινὸν ἐχρήσατο καλῶς καὶ ἡ 
-Z//30col2/5	πολεμικὴ τὰ ὅπλα καὶ ἐπὶ 
-Z//30col2/6	τῶν τοιούτων, καὶ πάλιν ἡ 
-Z//30col2/7	αὐλητικὴ παραλαβοῦσα τοὺς 
-Z//30col2/8	αὐλοὺς ἐχρήσατο καλῶς καὶ 
-Z//30col2/9	ἡ κυβερνητικὴ τοὺς οἴακας 
-Z//30col2/10	παραλαβοῦσα καὶ ἐπὶ τῶν 
-Z//30col2/11	ἄλλων τῶν τοιούτων. 
-Z//30col2/12	            [36] 
-Z//30col2/13	  διαιρεῖται τὸ ἀγαθὸν εἰς 
-Z//30col2/14	τέσσαρα· ἔστι γὰρ αὐτοῦ ἓν 
-Z//30col2/15	μὲν ἀρετὴ καὶ δικαιοσύνη, 
-Z//30col2/16	ἓν δὲ τὸ ἔχον ἀρετήν, ἓν δὲ 
-Z//30col2/17	τὸ συμφέρον, ἓν δὲ τὸ τερπνὸν 
-Z//30col2/18	καὶ τὸ ἥδεσθαι ποιοῦν· οἷον 
-Z//30col2/19	ἀρετὴ μὲν καὶ δικαιοσύνη, ὅτι 
-Z//30col2/20	τούτων ἑκάτερον ἀγαθὸν λέ-
-Z//30col2/21	γεται εἶναι, ἓν δὲ τὸ ἔχον 
-Z//30col2/22	ἀρετὴν, οἷον ἵππος καὶ ἄν- 
-Z//31col2/1	θρωπος καὶ τὰ τοιαῦτα· καὶ 
-Z//31col2/2	γὰρ τούτων ἕκαστον λέγεται 
-Z//31col2/3	ἀγαθὸν εἶναι, ἐὰν ἔχῃ τὴν 
-Z//31col2/4	ἀρετήν. τὸ δὲ συμφέρον, οἷον 
-Z//31col2/5	γυμνασία καὶ φαρμακεία καὶ 
-Z//31col2/6	τἆλλα ὅσα πρὸς ὑγείαν καὶ 
-Z//31col2/7	εὐεξίαν· καὶ γὰρ τούτων ἕκα-
-Z//31col2/8	στον λέγεται ἀγαθὸν εἶναι ᾧ 
-Z//31col2/9	ἂν συμφέρῃ. τὸ δὲ τερπνὸν 
-Z//31col2/10	καὶ τὸ ἥδεσθαι ποιοῦν, οἷον 
-Z//31col2/11	ὑποκριτὴς καὶ αὐλητὴς, οὐ 
[0086]  [048]  [Divis]  []

-Z//31col2/12	τῷ ὠφελεῖν ἀγαθὸν εἶναι λέ-
-Z//31col2/13	γεται ἀλλὰ τῷ τέρπειν [τοῦ 
-Z//31col2/14	ἀγαθοῦ εἶναι.] 
-Z//31col2/15	            [55] 
-Z//31col2/16	  διαιρεῖται ἕκαστον τῶν ὄν-
-Z//31col2/17	των εἰς τρία. ἔστι γὰρ ἢ 
-Z//31col2/18	ἀγαθὸν ἢ κακὸν ἢ οὐδέτερον. 
-Z//31col2/19	τὸ μὲν οὖν ἀγαθόν ἐστιν,  
-Z//32col2/1	ὅταν ὠφελήσῃ τινὰ καὶ οὐ 
-Z//32col2/2	βλάψῃ, τὸ δὲ κακόν, ὅταν 
-Z//32col2/3	βλάπτῃ ἀεί, τὸ δὲ οὐδέτερον, 
-Z//32col2/4	ὅπερ ποτὲ μὲν βλάψει ποτὲ 
-Z//32col2/5	δὲ ὠφελήσει, οἷον οἱ περί-
-Z//32col2/6	πατοι καὶ οἱ ὕπνοι καὶ οἱ 
-Z//32col2/7	ἑλλέβοροι καὶ τὰ τοιαῦτα, ἢ 
-Z//32col2/8	οὔτε βλάψει ὅλως οὔτε ὠφε-
-Z//32col2/9	λήσει. 
-Z//32col2/14	            [14] 
-Z//32col2/15	  διαιρεῖται ἡ εὐνομία εἰς 
-Z//32col2/16	τρία· ἔστι γὰρ αὐτῆς ἓν μὲν  
-Z//33col2/1	νόμοις σπουδαίοις χρῆσθαι, 
-Z//33col2/2	ἓν δὲ τοῖς ὑπάρχουσιν, ἂν ὦσι 
-Z//33col2/3	μὴ φαῦλοι, [μὴ] πείθεσθαι, 
